inst_filia_str,n_apariciones,pct,pct_acum,nombre_canonico,sigla,departamento_sede,naturaleza,estado
CENTRO AGROEMPRESARIAL Y ACUICOLA REGIONAL LA GUAJIRA,1,0.001,98.07,,,,,pendiente_revision
VISTAMARINA SAS,1,0.001,98.07,,,,,pendiente_revision
ASOCIACION WAYUU ARAURAYU,1,0.001,98.07,,,,,pendiente_revision
ESCUELA DE AVIACION DEL EJERCITO,1,0.001,98.07,,,,,pendiente_revision
UNIVERSIDAD DEL ESTADO DE RIO DE JANEIRO,1,0.001,98.07,,,,,pendiente_revision
CLINICA MEDS,1,0.001,98.07,,,,,pendiente_revision
COLEGIO DE SANTANDER,1,0.001,98.07,,,,,pendiente_revision
SECRETARIA DE INTEGRACION SOCIAL DEL DISTRITAL,1,0.001,98.08,,,,,pendiente_revision
CENTRO AGROTURISTICO SENA SAN GIL,1,0.001,98.08,,,,,pendiente_revision
CLINICA NUESTRA SENORA DE LOS REMEDIOS,1,0.001,98.08,,,,,pendiente_revision
INSTITUTO DE INGENIERIA DE ALIMENTOS PARA EL DESARROLLO,1,0.001,98.08,,,,,pendiente_revision
UNIVERSITAT POLITECNICA DE VALENCIA,1,0.001,98.08,,,,,pendiente_revision
DIRECCION GENERAL PARA LA PREVENCION Y ATENCION DE DESASTRES,1,0.001,98.08,,,,,pendiente_revision
CENTRO DE ESTUDIOS EN CIENCIAS DEL MAR UNIVERSIDAD NACIONAL (UNIVERSIDAD NACIONAL DE COLOMBIA),1,0.001,98.08,,,,,pendiente_revision
SOCIEDAD DE INFECTOLOGOS DEL CARIBE COLOMBIANO S.A.S.,1,0.001,98.08,,,,,pendiente_revision
GRUPO DE INVESTIGACION EN BIOQUIMICA,1,0.001,98.08,,,,,pendiente_revision
UNIVERSIDAD DEL ISTMO,1,0.001,98.08,,,,,pendiente_revision
ASOCIACION BOGOTANA DE ORNITOLOGIA,1,0.001,98.09,,,,,pendiente_revision
LICEO FRANCES,1,0.001,98.09,,,,,pendiente_revision
BARRY UNIVERSITY,1,0.001,98.09,,,,,pendiente_revision
COLEGIO BILINGUE DE SANTA MARTA,1,0.001,98.09,,,,,pendiente_revision
CONSEJO LATINOAMERICANO DE CIENCIAS SOCIALES CLACSO,1,0.001,98.09,,,,,pendiente_revision
UNIVERSITATSSTADT TUBINGEN GLEICHSTELLUNG UND INTEGRATION,1,0.001,98.09,,,,,pendiente_revision
CENTRO DE INVESTIGACIONES UNIVERSIDAD DE MANIZALES,1,0.001,98.09,,,,,pendiente_revision
CENTRO DE ESTUDIOS AVANZADOS NINEZ Y JUVENTUD UNIVERSIDAD DE MANIZALES CINDE,1,0.001,98.09,,,,,pendiente_revision
CENTRO DE AUTOMATIZACION INDUSTRIAL SENA REGIONAL CALDS (SERVICIO NACIONAL DE APRENDIZAJE SENA),1,0.001,98.09,,,,,pendiente_revision
GIMNASIO MODERNO DE BOGOTA,1,0.001,98.09,,,,,pendiente_revision
CENTRO DE ESTUDIOS CIENTIFICOS EN EDUCACION Y PEDAGOGIA,1,0.001,98.1,,,,,pendiente_revision
ASOCIACION PISCICOLA EL VERGEL,1,0.001,98.1,,,,,pendiente_revision
DYNAMIC DEFENSE SOLUTIONS SAS,1,0.001,98.1,,,,,pendiente_revision
UNIVERSITY OF KENTUCKY,1,0.001,98.1,,,,,pendiente_revision
SOAS UNIVERSITY OF LONDON,1,0.001,98.1,,,,,pendiente_revision
SOCIEDAD RED COLOMBIANA DE OPTICA,1,0.001,98.1,,,,,pendiente_revision
ARTHROFOOD,1,0.001,98.1,,,,,pendiente_revision
FUNDACION CARDIOVASCULAR DE COLOMBIA ZONA FRANCA SAS,1,0.001,98.1,,,,,pendiente_revision
UNIVERSIDAD PRIVADA DR RAFAEL BELLOSO CHACIN,1,0.001,98.1,,,,,pendiente_revision
CENTRO DE CONSULTORIA Y SERVICIO,1,0.001,98.1,,,,,pendiente_revision
UNIVERSITY OF TEXAS DALLAS,1,0.001,98.11,,,,,pendiente_revision
HOSPITAL LASCARIO BARBOSA AVENDANO,1,0.001,98.11,,,,,pendiente_revision
ORGANIZACION INTERNACIONAL DEL TRABAJO,1,0.001,98.11,,,,,pendiente_revision
INSTITUCION EDUCATIVA TENICO INDUSTRIAL DIEZ DE MAYO,1,0.001,98.11,,,,,pendiente_revision
CENTRE INTERNACIONAL DE METODES NUMERICS EN ENGINYERIA,1,0.001,98.11,,,,,pendiente_revision
ORQUESTA CUERDAS FILARMONICAS DE PEREIRA,1,0.001,98.11,,,,,pendiente_revision
CLINICA LOS CONDES,1,0.001,98.11,,,,,pendiente_revision
UNIVERSIDADE FEDERAL DE VICOSA CENTRO DE CIENCIAS BIOLOGICAS E DA SAUDE,1,0.001,98.11,,,,,pendiente_revision
UNIV DEL ZULIA,1,0.001,98.11,,,,,pendiente_revision
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,1,0.001,98.11,,,,,pendiente_revision
REVISTA LATIN AMERICAN POLICY,1,0.001,98.12,,,,,pendiente_revision
INSTITUCION EDUCATIVA LA PRIMAVERA,1,0.001,98.12,,,,,pendiente_revision
ALBERT SABIN INSTITUTE,1,0.001,98.12,,,,,pendiente_revision
CLINICA SAMEIN,1,0.001,98.12,,,,,pendiente_revision
CORPORACION PARA LA INVESTIGACION ETNOMUSICAL SON DE NEGRO,1,0.001,98.12,,,,,pendiente_revision
ASOCIACION COLOMBIANA PYME,1,0.001,98.12,,,,,pendiente_revision
ELSAMEX INTERNACIONAL SUCURSAL COLOMBIA,1,0.001,98.12,,,,,pendiente_revision
DEPARTAMENTO DE POSGRADO CENTRO MEIRA DELMAR,1,0.001,98.12,,,,,pendiente_revision
BIOTRISKEL SAS,1,0.001,98.12,,,,,pendiente_revision
ESCUELA DE NUTRICION Y DIETETICA UNIVERSIDAD DE ANTIOAUIA,1,0.001,98.12,,,,,pendiente_revision
UNIVERSIDAD METROPOLITANA DE EDUCACION CIENCIA Y TECNOLOGIA,1,0.001,98.13,,,,,pendiente_revision
FUNDACION CENTRO DE ESTUDIOS EN ECONOMIA SISTEMICA,1,0.001,98.13,,,,,pendiente_revision
CORPORACION PARQUE TECNOLOGICO DE INNOVACION TECNICAFE,1,0.001,98.13,,,,,pendiente_revision
EMPRESER TEJIDO EMPRESARIAL LTDA,1,0.001,98.13,,,,,pendiente_revision
CLINICA DE MARLY S A,1,0.001,98.13,,,,,pendiente_revision
UNIVERSIDAD DE ILINOIS,1,0.001,98.13,,,,,pendiente_revision
ESCRITORIO JURIDICO NORONO SANCHEZ TREJO S C,1,0.001,98.13,,,,,pendiente_revision
FUNDACION RED COLOMBIANA DE SEMILLEROS DE INVESTIGACION REDCOLSI,1,0.001,98.13,,,,,pendiente_revision
SEDIC S A,1,0.001,98.13,,,,,pendiente_revision
FONDO DE LAS POBLACIONES UNIDAS,1,0.001,98.13,,,,,pendiente_revision
GRUPO EMPRESARIAL EMCOSALUD,1,0.001,98.14,,,,,pendiente_revision
INSIGNARES Y SILVA ABOGADOS ASOCIADOS,1,0.001,98.14,,,,,pendiente_revision
GRUPO RESERCA INSEGNAMENTO MATEMATICA,1,0.001,98.14,,,,,pendiente_revision
DIVISION DE HMANIDADES Y CIENCIAS SOCIALES,1,0.001,98.14,,,,,pendiente_revision
FUNDACION CENTRO DE PRIMATES,1,0.001,98.14,,,,,pendiente_revision
CONSORCIO PARA LA INVESTIGACION CIENTIFICA CAUCASECO,1,0.001,98.14,,,,,pendiente_revision
INSTITUTO DE ESTUDIOS SUPERORES EN EDUCACION,1,0.001,98.14,,,,,pendiente_revision
CORPORACION RED DE UNIVERSIDADES PUBLICAS DEL EJE CAFETERO ALMA MATER,1,0.001,98.14,,,,,pendiente_revision
ORGANIZACION CAMINERA DE ANTIOQUIA,1,0.001,98.14,,,,,pendiente_revision
INSTITUTO NACIONAL MATERNO PERINATAL,1,0.001,98.14,,,,,pendiente_revision
COLCIENCIAS UNIVERSIDAD DEL VALLE,1,0.001,98.15,,,,,pendiente_revision
FEDERACION ANDINA DE ASOCIACIONES NACIONALES DE EDUCACION SUPERIOR EN CIENC,1,0.001,98.15,,,,,pendiente_revision
CAMARA DE LA INDUSTRIA Y COMERCIO COLOMBO ALEMANA,1,0.001,98.15,,,,,pendiente_revision
FACULTAD DE INGENIRRIA,1,0.001,98.15,,,,,pendiente_revision
INSTITUTO NACIONAL DE BIODIVERSIDAD,1,0.001,98.15,,,,,pendiente_revision
UNIVERSIDAD NACIONAL EXPERIMENTAL RAFAEL MARIA BARALT,1,0.001,98.15,,,,,pendiente_revision
FUNDACION INFANCIA Y APRENDIZAJE,1,0.001,98.15,,,,,pendiente_revision
CENTRO DE ESTUDIOS AVANZADOS INSTITUTO VENEZOLANO DE INVESTIGACIONES CIENT,1,0.001,98.15,,,,,pendiente_revision
SOCIEDAD DE BIOFISICOS LATINOAMERICANOS,1,0.001,98.15,,,,,pendiente_revision
MACIAS GOMEZ ABOGADOS,1,0.001,98.15,,,,,pendiente_revision
PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1,0.001,98.16,,,,,pendiente_revision
INVESTIGACION UNIVERSIDAD LA SALLE,1,0.001,98.16,,,,,pendiente_revision
GRUPO DE INVESTIGACION EN PSICOLOGIA,1,0.001,98.16,,,,,pendiente_revision
UNIVERSIDAD TECNOLOGICA DEL CHOCO,1,0.001,98.16,,,,,pendiente_revision
SECRETARIA DE AGRICULTURA DE BOYACA,1,0.001,98.16,,,,,pendiente_revision
CENTRO BIOTECNOLOGIACO DEL CARIBE SENA REGIONAL CESAR,1,0.001,98.16,,,,,pendiente_revision
EMPRESA METRO DE BOGOTA SA,1,0.001,98.16,,,,,pendiente_revision
MUSEUM NATIONAL D HISTOIRE NATURELLE FRANCIA,1,0.001,98.16,,,,,pendiente_revision
ARISTIZABAL OCHOA INGENIEROS ASESORES,1,0.001,98.16,,,,,pendiente_revision
TECNIAMBIENTAL,1,0.001,98.16,,,,,pendiente_revision
CENTRO DE EXCELENCIA EN CIENCIAS MARINAS,1,0.001,98.17,,,,,pendiente_revision
INSTITUTO NACIONAL DE INVESTIGACION Y TECNOLOGIA AGRARIA Y ALIMENTARIA,1,0.001,98.17,,,,,pendiente_revision
FUNDACION CUANGARE,1,0.001,98.17,,,,,pendiente_revision
ASOCIACION PROFESIONAL IEEE COLOMBIA,1,0.001,98.17,,,,,pendiente_revision
COMPANIA GENERAL DE ACEROS S A,1,0.001,98.17,,,,,pendiente_revision
FUNDACION INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DE LA UNIVERSIDAD DE PAMPLONA,1,0.001,98.17,,,,,pendiente_revision
TECHNISCHE UNIVERSITAT DRESDEN INSTITUTE OF FOOD TECHNOLOGY AND BIOPROCESS,1,0.001,98.17,,,,,pendiente_revision
SOCIEDAD INTERAMERICANA DE PSICOLOGIA,1,0.001,98.17,,,,,pendiente_revision
CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO PARA LA INDUSTRIA ELECTRON,1,0.001,98.17,,,,,pendiente_revision
UNIVERSIDAD DE LA FONTERA,1,0.001,98.17,,,,,pendiente_revision
SMURFIT KAPPA,1,0.001,98.18,,,,,pendiente_revision
ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS,1,0.001,98.18,,,,,pendiente_revision
JUNTA REGIONAL DE CALIFICACION DE INVALIDEZ REGIONAL NARINO,1,0.001,98.18,,,,,pendiente_revision
TESLAB GEO AMBIENTAL,1,0.001,98.18,,,,,pendiente_revision
DEPAUL UNIVERSITY,1,0.001,98.18,,,,,pendiente_revision
CENTRO REGIONAL DE PRODUCCION MAS LIMPIA UTP,1,0.001,98.18,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE DIABETES,1,0.001,98.18,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE DIETISTAS Y NUTRICIONISTAS ACODIN,1,0.001,98.18,,,,,pendiente_revision
FUNDACION INSTITUTO DE ESTUDIOS POLITICOS Y RELACIONES INTERNACIONALES AMIGOS DEL IEPRI,1,0.001,98.18,,,,,pendiente_revision
ESCUELA DE ARTES Y LETRAS,1,0.001,98.18,,,,,pendiente_revision
ALCALDIA DE PAMPLONA,1,0.001,98.19,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE LIMNOLOGIA,1,0.001,98.19,,,,,pendiente_revision
JOHNS HOPKINS UNIVERSITY SCHOOL OF PUBLIC HEALTH,1,0.001,98.19,,,,,pendiente_revision
CORPORACION PARA LA EDUCACION Y EL DESARROLLO SOSTENIBLE,1,0.001,98.19,,,,,pendiente_revision
CLINICA BAUTISTA,1,0.001,98.19,,,,,pendiente_revision
GUNMA UNIVERSITY GRADUATE SCHOOL OF MEDICINE,1,0.001,98.19,,,,,pendiente_revision
DEPARTAMENTO DE RADIOLOGIA CLINICA SOMA,1,0.001,98.19,,,,,pendiente_revision
WOMA S A S,1,0.001,98.19,,,,,pendiente_revision
UNIVERSIDAD ANTONIO NARINO IBAGUE (UNIVERSIDAD ANTONIO NARINO),1,0.001,98.19,,,,,pendiente_revision
BARRIOS COMUNICACIONES,1,0.001,98.19,,,,,pendiente_revision
UNIVERSIDAD DE LOS ANDES DEPARTAMENTO DE INGENERIA ELECTRICA,1,0.001,98.2,,,,,pendiente_revision
FACULTAD DE BIOLOGIA MARINA,1,0.001,98.2,,,,,pendiente_revision
GRUPO DE INVESTIGACION EN SISTEMATICA MOLECULAR UNAL,1,0.001,98.2,,,,,pendiente_revision
UNIVERSIDAD DE BOCHUM,1,0.001,98.2,,,,,pendiente_revision
GRUPO PARA EL CONTROL DE LA RESISTENCIA BACTERIANA BOGOTA,1,0.001,98.2,,,,,pendiente_revision
UNIVERSIDAD DE ALICANTE,1,0.001,98.2,,,,,pendiente_revision
UNIVERSITY OF LOUISIANA AT LAFAYETTE,1,0.001,98.2,,,,,pendiente_revision
CIUDAD DIGITAL ALCALDIA DE BUCARAMANGA,1,0.001,98.2,,,,,pendiente_revision
IPSOS NAPOLEON FRANCO,1,0.001,98.2,,,,,pendiente_revision
LATINOAMERICANA DE EDUCACION INVESTIGACION Y TECNOLOGIA,1,0.001,98.2,,,,,pendiente_revision
MEDICINA INTERNA Y CARDIOLOGIA,1,0.001,98.21,,,,,pendiente_revision
RED DE UNIVERSIDADES DEL DOCTORADO EN CIENCIAS DE LA EDUCACION,1,0.001,98.21,,,,,pendiente_revision
ABOGADO LITIGANTE,1,0.001,98.21,,,,,pendiente_revision
DRUGS JOURNAL SINCE,1,0.001,98.21,,,,,pendiente_revision
INSTITUTO MATERNO INFANTIL,1,0.001,98.21,,,,,pendiente_revision
COLEGIO REPUBLICA DE COLOMBIA IED,1,0.001,98.21,,,,,pendiente_revision
INSTITUTO NACIONAL DE REHABILITACION DE MEXICO,1,0.001,98.21,,,,,pendiente_revision
DEPARTAMENTO DE HISTORIA UNIVERSIDAD DE ANTIOQUIA,1,0.001,98.21,,,,,pendiente_revision
UNIVERSITY OF FREIBURG,1,0.001,98.21,,,,,pendiente_revision
CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA CVC,1,0.001,98.21,,,,,pendiente_revision
DEPARTAMENTO ADMINISTRATIVO DEL MEDIO AMBIENTE,1,0.001,98.22,,,,,pendiente_revision
FAC DE EDUCACION FISICA (UNIV DE PLAYA ANCHA CS EDUCACION),1,0.001,98.22,,,,,pendiente_revision
CONSEJO NACIONAL DE EDUCACION SUPERIOR,1,0.001,98.22,,,,,pendiente_revision
UNIVERSIDAD DE NARINO DEPARTAMENTO DE BIOLOGIA,1,0.001,98.22,,,,,pendiente_revision
UNIVERSITY OF TEXAS AL SAN ANTONIO,1,0.001,98.22,,,,,pendiente_revision
FACULTAD DE EEDUCACION,1,0.001,98.22,,,,,pendiente_revision
SEMINARIO MAYOR VILLA PAUL CONGREGACION DE LA MISION DE PADRES VICENTINOS,1,0.001,98.22,,,,,pendiente_revision
CENTRO DE INFORMACION PSICOSOCIAL,1,0.001,98.22,,,,,pendiente_revision
FACULTAD DE CIENCIAS AGRARIAS UNIVERSIDAD DE ANTIOQUIA,1,0.001,98.22,,,,,pendiente_revision
CENTRO AGROEMPRESARIAL Y PECUARIO DEL HUILA,1,0.001,98.22,,,,,pendiente_revision
UNIVERSITY OF CALIFORNIA LOS ANGES,1,0.001,98.23,,,,,pendiente_revision
CENTRO MEDICO JULIAN CORONEL,1,0.001,98.23,,,,,pendiente_revision
DEPARTAMENTO DERECHO COMERCIAL,1,0.001,98.23,,,,,pendiente_revision
CORPOBIOTICA CORPORACION PARA EL DESARROLLO INVESTIGACION Y APLICACION,1,0.001,98.23,,,,,pendiente_revision
COOPERATIVA PARA EL DESARROLLO INTEGRAL DE SALUD DE CARTAGENA,1,0.001,98.23,,,,,pendiente_revision
FURGONES DEL ORIENTE S A,1,0.001,98.23,,,,,pendiente_revision
UNIVERSIDAD DE VALLADOLID,1,0.001,98.23,,,,,pendiente_revision
AUTORREGULADOR DEL MARCADO DE VALORES,1,0.001,98.23,,,,,pendiente_revision
FUNDACION REIKI MANOS DE LUZ,1,0.001,98.23,,,,,pendiente_revision
INSTITUTO FRANCES DE ESTUDIOS ANDINOS,1,0.001,98.23,,,,,pendiente_revision
CENTRO DE INVESTIGACIONES DEL CAFE,1,0.001,98.24,,,,,pendiente_revision
UNIVERSITAT BREMEN,1,0.001,98.24,,,,,pendiente_revision
BAYLOR COLLEGE OF MEDICINE,1,0.001,98.24,,,,,pendiente_revision
CONSERVATION INTERNATIONAL COLOMBIA,1,0.001,98.24,,,,,pendiente_revision
INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,1,0.001,98.24,,,,,pendiente_revision
MUSEO CASA DE LA MEMORIA,1,0.001,98.24,,,,,pendiente_revision
COLEGIO TECNICO DE LA ESCUELA COLOMBIANA DE CARRERAS INDUSTRIALES (UNIVERSIDAD ECCI),1,0.001,98.24,,,,,pendiente_revision
FACULTAD DE DERECHO U EXTERNADO DE COLOMBIA DPTO DERECHO DE LOS NEGOCIOA,1,0.001,98.24,,,,,pendiente_revision
SECRETARIA DE EDUCACION DISTRITAL COLEGIO SAN BERNARDINO IED,1,0.001,98.24,,,,,pendiente_revision
CORPORACIAN FORMACIAN CIUDADANA,1,0.001,98.24,,,,,pendiente_revision
INTITUCION EDUCATIVA TECNICA JOSE IGNACIO DE MARQUEZ,1,0.001,98.25,,,,,pendiente_revision
INTERNATIONAL RESEARCH INSTITUTE FOR CLIMATE AND SOCIETY COLUMBIA UNIV,1,0.001,98.25,,,,,pendiente_revision
FUNDACION FUTURO COLOMBIANO,1,0.001,98.25,,,,,pendiente_revision
HOSPITAL PSIQUIATRICO SAN CAMILO,1,0.001,98.25,,,,,pendiente_revision
AMERICANA DE TRENZADOS,1,0.001,98.25,,,,,pendiente_revision
UNIGUAJIRA,1,0.001,98.25,,,,,pendiente_revision
ESCUELA SUPERIORES DE LA POLICIA NACIONAL,1,0.001,98.25,,,,,pendiente_revision
CENTRO DE TRANSFERENCIA DE CONOCIMIENTO E INNOVACION,1,0.001,98.25,,,,,pendiente_revision
INSTITUTO ESPECIALIZADO PARA LA FORMACION DIPLOMATICA,1,0.001,98.25,,,,,pendiente_revision
GANADERIA RIO GRANDE,1,0.001,98.25,,,,,pendiente_revision
ASOCIACION PANAMERICANA OTORRINOLARINGOLOGIA CABEZA Y CUELLO,1,0.001,98.26,,,,,pendiente_revision
IMPERIAL COLLEGE LONDON,1,0.001,98.26,,,,,pendiente_revision
ENSAMBLE INVESTIGACIONES (SALUD TRANSVERSAL),1,0.001,98.26,,,,,pendiente_revision
CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA F CIDCA,1,0.001,98.26,,,,,pendiente_revision
CENTRO NACIONAL DE EVALUACION PARA LA EDUCACION SUPERIOR A C,1,0.001,98.26,,,,,pendiente_revision
RED EDUCATIVA PARA LA TRANSFORMACION DOCENTE LATINOAMERICANA,1,0.001,98.26,,,,,pendiente_revision
CLINICA DE FRACTURAS,1,0.001,98.26,,,,,pendiente_revision
PROMEO,1,0.001,98.26,,,,,pendiente_revision
UNIVERSIDAD DE MONTEREY,1,0.001,98.26,,,,,pendiente_revision
CORPORACION IBEROAMERICANA PARA LA EDUCACION INTEGRAL,1,0.001,98.26,,,,,pendiente_revision
INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,1,0.001,98.27,,,,,pendiente_revision
PROVINCIA SAN LUIS BERTRAN DE COLOMBIA,1,0.001,98.27,,,,,pendiente_revision
FUNDACION REANIMACION COLOMBIANA,1,0.001,98.27,,,,,pendiente_revision
CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES CATAS,1,0.001,98.27,,,,,pendiente_revision
UNIVERSITY OF MISSOURI COLUMBIA USA,1,0.001,98.27,,,,,pendiente_revision
THE FOOD AND AGRICULTURE ORGANIZATION,1,0.001,98.27,,,,,pendiente_revision
CLADEA,1,0.001,98.27,,,,,pendiente_revision
THE UNIVERSITY OT TEXAS MEDICAL BRANCH,1,0.001,98.27,,,,,pendiente_revision
BIOS CENTRO DE BIOINFORMATICA Y BIOLOGIA COMPUTACIONAL DE COLOMBIA (CENTRO DE BIOINFORMATICA Y BIOLOGIA COMPUTACIONAL DE COLOMBIA),1,0.001,98.27,,,,,pendiente_revision
UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,1,0.001,98.27,,,,,pendiente_revision
HOSPITAL UNVIERSITARIO RAMON GONZALEZ VALENCIA,1,0.001,98.28,,,,,pendiente_revision
DIVISION DE CIENCIAS BASICAS UNIVERSIDAD DEL NORTE,1,0.001,98.28,,,,,pendiente_revision
CENTRO DE DIAGNOSTICO AUTOMOTOR MOTOSPORT LAS AMERICAS,1,0.001,98.28,,,,,pendiente_revision
ESCUELA NORMAL NACIONAL DE URIBIA,1,0.001,98.28,,,,,pendiente_revision
CLINICA UNIVERSITARIA TELETON,1,0.001,98.28,,,,,pendiente_revision
OFICINA EXPOSITO ABOGADOS,1,0.001,98.28,,,,,pendiente_revision
PROGRAMA DE ADMINISTRACION Y GESTION AMBIENTAL,1,0.001,98.28,,,,,pendiente_revision
INSTITUTO TECNICO DE ALTA TECNOLOGIA,1,0.001,98.28,,,,,pendiente_revision
UNIVERSITY OF NORTH CAROLINA,1,0.001,98.28,,,,,pendiente_revision
ASOCIACION DE MUNICIPIOS DELOS DEPARTAMENTOS DE CORDOBA Y SUCRE,1,0.001,98.28,,,,,pendiente_revision
ESCUELA DE SUBOFICIALES Y NIVEL EJECUTIVO GONZALO JIMENEZ DE QUESADA,1,0.001,98.29,,,,,pendiente_revision
GRUPO DE INVESTIGACION EN INGENIERIA Y TECNOLOGIA DE ALIMENTOS,1,0.001,98.29,,,,,pendiente_revision
CORPOACION ACADEMICA AMBIENTAL (UNIVERSIDAD DE ANTIOQUIA),1,0.001,98.29,,,,,pendiente_revision
INSTITUCION DEPARTAMENTAL SAN JOSE DE PUEBLOVIEJO,1,0.001,98.29,,,,,pendiente_revision
CENTRO SALUD MENTAL,1,0.001,98.29,,,,,pendiente_revision
FUNDACION SALUD PARA EL TROPICO,1,0.001,98.29,,,,,pendiente_revision
FUNDACION PROYECTO NAVIO,1,0.001,98.29,,,,,pendiente_revision
INSTITUTO SIMON RODRIGUEZ,1,0.001,98.29,,,,,pendiente_revision
FUNDACION ALEJANDRA ORTEGA LOPEZ,1,0.001,98.29,,,,,pendiente_revision
INSTITUTO NACIONAL DE VIAS,1,0.001,98.29,,,,,pendiente_revision
INEM FELIPE PEREZ DE PEREIRA,1,0.001,98.3,,,,,pendiente_revision
UNIVERSIDAD ESTADUAL PAULISTA JULIO MESTQUITA FILHO,1,0.001,98.3,,,,,pendiente_revision
CUARTA DE CUBIERTA SERVICIOS EDITORIALES,1,0.001,98.3,,,,,pendiente_revision
BIONANOTECH SAS,1,0.001,98.3,,,,,pendiente_revision
BIO SAFE,1,0.001,98.3,,,,,pendiente_revision
UNIVERSIDAD AGUSTINIANA UNIAGUSTINIANA,1,0.001,98.3,,,,,pendiente_revision
UNIVERSIDAD PEDAGOGICA Y EXPERIMENTAL EL LIBERTADOR,1,0.001,98.3,,,,,pendiente_revision
UNIVERSITY OF KANSAS,1,0.001,98.3,,,,,pendiente_revision
XARXA SOLIDARIA SABADELL COLOMBIA,1,0.001,98.3,,,,,pendiente_revision
CENTRO DE INVESTIGACION Y FORMACION DE TRANSITO Y TRANSPORTE,1,0.001,98.3,,,,,pendiente_revision
UNIVERSIDAD DEL SALVADOR,1,0.001,98.31,,,,,pendiente_revision
CORP COMUNITARIA ORDENADORA PARA EL BIENESTAR LA EDUCACION Y LA INVERSION,1,0.001,98.31,,,,,pendiente_revision
FUNDACION EDUCATIVA COLEGIO DIOCESANO RICAURTE,1,0.001,98.31,,,,,pendiente_revision
UNIVERSIDAD CATOLICA POPULAR DEL RISARALDA,1,0.001,98.31,,,,,pendiente_revision
ORGANIZACION DE NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMTACION,1,0.001,98.31,,,,,pendiente_revision
INSTITUTO NACIONAL DE SALUD DE COLOMBIA,1,0.001,98.31,,,,,pendiente_revision
ANSCHUTZ MEDICAL CAMPUS UNIVERSITY OF COLORADO,1,0.001,98.31,,,,,pendiente_revision
COLGATE,1,0.001,98.31,,,,,pendiente_revision
UNIDAD DE CUIDADOS INTENSIVOS,1,0.001,98.31,,,,,pendiente_revision
COMITE INTERNACIONAL DE LA CRUZ ROJA,1,0.001,98.31,,,,,pendiente_revision
CENTRO AGROEMPRESARIAL,1,0.001,98.32,,,,,pendiente_revision
COOPERATIVA MEDICA DE ANTIOQUIA,1,0.001,98.32,,,,,pendiente_revision
UNIVERSIDAD DE POTSDAM,1,0.001,98.32,,,,,pendiente_revision
SENDEROS Y ENCUENTROS PARA UN DESARROLLO SUSTENTABLE,1,0.001,98.32,,,,,pendiente_revision
E S E HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARINO,1,0.001,98.32,,,,,pendiente_revision
PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,0.001,98.32,,,,,pendiente_revision
PARQUE TECNOLOGICO DEL SOFTWARE,1,0.001,98.32,,,,,pendiente_revision
CAPACITES,1,0.001,98.32,,,,,pendiente_revision
PROGRAMA NACIONES UNIDAS,1,0.001,98.32,,,,,pendiente_revision
UNIDAD ADMINISTRATIVA ESPECIAL DEL SISTEMA DE PARQUES NACIONALES NATURALES UAESPNN REGIONAL SURANDINA,1,0.001,98.32,,,,,pendiente_revision
UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD SEDE MEDELLIN,1,0.001,98.33,,,,,pendiente_revision
THE GEISEL SCHOOL OF MEDICINE AT DARTMOUTH,1,0.001,98.33,,,,,pendiente_revision
VU MEDICAL CENTER,1,0.001,98.33,,,,,pendiente_revision
UNIVERSITY OF DELAWARE,1,0.001,98.33,,,,,pendiente_revision
THE NORWEGIAN UNIVERSITY OF LIFE SCIENCES,1,0.001,98.33,,,,,pendiente_revision
UNIVERSIDADE FEDERAL DE UBERLANDIA,1,0.001,98.33,,,,,pendiente_revision
ESCUELA DE DANZAS FOLCLORICAS PALMA AFRICANA,1,0.001,98.33,,,,,pendiente_revision
EMPRESA COOPERATIVA DE SERVICIOS DE EDUCACION Y SALUD,1,0.001,98.33,,,,,pendiente_revision
FUNDACION OAISIS DE AMOR,1,0.001,98.33,,,,,pendiente_revision
SECRETARIA DE GOBIERNO DISTRITAL (ALCALDIA MAYOR DE BOGOTA),1,0.001,98.33,,,,,pendiente_revision
SECRETARIA DE EDUCACION Y CULTURA DE ANTIOQUIA,1,0.001,98.34,,,,,pendiente_revision
FUNDACION INSTITUTO PARA LA INVESTIGACION DEL MEDICAMENTO EN LOS SISTEMAS,1,0.001,98.34,,,,,pendiente_revision
