anio,n_nodos,n_aristas,densidad,n_componentes,tam_componente_mayor,grado_promedio,grado_max,nodo_mayor_grado
2019,446,503,0.005069,55,327,2.41,73,UNIVERSIDAD NACIONAL DE COLOMBIA
