ID_PERSONA_PR,ANO_CONVO_INT,inst_a,inst_b
598674,2019,UNIVERSIDAD MILITAR NUEVA GRANADA,UNIVERSIDAD NACIONAL DE COLOMBIA
601616,2019,MINISTERIO DE EDUCACION NACIONAL MINEDUCACION,UNIVERSIDAD TECNOLOGICA DE PEREIRA
604372,2019,UNIVERSIDAD CATOLICA DE COLOMBIA,UNIVERSIDAD DE SAN BUENAVENTURA
608416,2019,INSTITUCION DEPARTAMENTAL SAN JOSE DE PUEBLOVIEJO,UNIVERSIDAD DEL MAGDALENA
610895,2019,UNIVERSIDAD DE CALDAS,UNIVERSIDAD TECNOLOGICA DE PEREIRA
613940,2019,TEMPLE UNIVERSITY,UNIVERSIDAD DE LOS ANDES
629650,2019,UNIVERSIDAD DE LOS LLANOS,UNIVERSIDAD NACIONAL DE COLOMBIA
633321,2019,INSTITUTO NACIONAL DE VIAS,UNIVERSIDAD EXTERNADO DE COLOMBIA
635065,2019,UNIVERSIDAD MANUELA BELTRAN,UNIVERSIDAD NACIONAL DE COLOMBIA
636207,2019,UNIVERSIDAD ESTADUAL PAULISTA JULIO MESTQUITA FILHO,UNIVERSIDAD NACIONAL DE COLOMBIA
636959,2019,UNIVERSIDAD CENTRAL,UNIVERSIDAD NACIONAL DE COLOMBIA
639460,2019,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA,UNIVERSIDAD MILITAR NUEVA GRANADA
639745,2019,INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,UNIVERSIDAD NACIONAL DE COLOMBIA
640077,2019,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA AGROSAVIA,UNIVERSIDAD NACIONAL DE COLOMBIA
640956,2019,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA UPTC
650889,2019,BIO SAFE,UNIVERSIDAD NACIONAL DE COLOMBIA
652989,2019,CORPORACION UNIVERSITARIA MINUTO DE DIOS UNIMINUTO,UNIVERSIDAD DEL VALLE
660116,2019,UNIVERSIDAD DE PAMPLONA,UNIVERSIDAD PEDAGOGICA Y EXPERIMENTAL EL LIBERTADOR
660310,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD EAFIT
666076,2019,UNIVERSIDAD DE CUNDINAMARCA,UNIVERSIDAD DEL MAGDALENA
687235,2019,UNIVERSIDAD NACIONAL DE COLOMBIA,UNIVERSITAT DE VALENCIA
690902,2019,FUNDACION UNIVERSITARIA DEL AREA ANDINA,UNIVERSIDAD SURCOLOMBIANA
692646,2019,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,UNIVERSIDAD NACIONAL DE COLOMBIA
696820,2019,COLGATE,UNIVERSIDAD CES
709972,2019,SERVICIO NACIONAL DE APRENDIZAJE SENA,SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL GUAJIRA
711063,2019,INSTITUTO TECNOLOGICO METROPOLITANO,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN
712809,2019,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,SERVICIO NACIONAL DE APRENDIZAJE SENA
723932,2019,ASOCIACION COLOMBIANA PARA EL AVANCE DE LA CIENCIA ACAC,INSTITUTO NACIONAL DE SALUD
733733,2019,UNIVERSIDAD ANTONIO NARINO,UNIVERSIDAD DE PAMPLONA
734217,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD NACIONAL DE COLOMBIA
734837,2019,UNIVERSIDAD COOPERATIVA DE COLOMBIA,UNIVERSIDAD DE ANTIOQUIA
735434,2019,UNIVERSIDAD DEL QUINDIO,WILDLIFE CONSERVATION SOCIETY
737755,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
741353,2019,HOSPITAL PABLO TOBON URIBE,UNIVERSIDAD CES
743186,2019,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD FUCS,VU MEDICAL CENTER
749150,2019,UNIVERSIDAD DE PAMPLONA,UNIVERSIDAD DE SUCRE
752258,2019,UNIVERSIDAD DE DELAWARE,UNIVERSITY OF DELAWARE
755974,2019,UNIVERSIDAD DE LOS LLANOS,UNIVERSIDAD DEL CAUCA
759465,2019,FUNDACION UNIVERSITARIA DEL AREA ANDINA,UNIVERSIDAD POPULAR DEL CESAR
761400,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD PONTIFICIA BOLIVARIANA
763586,2019,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD LA GRAN COLOMBIA
767417,2019,CORPORACION UNIVERSITARIA MINUTO DE DIOS UNIMINUTO,UNIVERSIDAD DE SAN BUENAVENTURA
772119,2019,UNIVERSIDAD DE SANTANDER,UNIVERSIDAD POPULAR DEL CESAR
777811,2019,HOSPITAL LA FE ESPANA,UNIVERSIDAD DE ANTIOQUIA
786187,2019,FUNDACION DE EDUCACION SUPERIOR SAN JOSE,XERES LO SAS
790737,2019,NEOTROPICAL ORNITHOLOGICAL SOCIETY,UNIVERSIDAD DE LOS ANDES
806820,2019,UNIVERSIDAD AUTONOMA DE BARRANQUILLA,UNIVERSIDAD AUTONOMA DEL CARIBE
820415,2019,UNIVERSIDAD DE VIGO,UNIVERSIDAD EAN
827045,2019,INTERCONEXION ELECTRICA S A ISA,UNIVERSIDAD NACIONAL DE COLOMBIA
831069,2019,UNIVERSIDAD CATOLICA LUIS AMIGO,UNIVERSIDAD DE SAN BUENAVENTURA
839302,2019,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS,UNIVERSIDAD ECCI
842680,2019,FACULTAD DE DERECHO Y CIENCIAS POLITICAS UNIVERSIDAD DE ANTIOQUIQ,UNIVERSIDAD DE ANTIOQUIA
844853,2019,ARQUITECTURA,CORPORACION UNIVERSIDAD DE LA COSTA
850802,2019,UNIVERSIDAD PILOTO,UNIVERSIDAD SANTO TOMAS
853887,2019,ECOPETROL S A,INSTITUTO COLOMBIANO DEL PETROLEO
860972,2019,UNIVERSIDAD CATOLICA DE ORIENTE,UNIVERSIDAD DE LOS ANDES
865273,2019,MINISTERIO DE EDUCACION NACIONAL MINEDUCACION,SECRETARIA DE EDUCACION DEPARTAMENTAL DE BOYACA
865940,2019,UNIVERSIDAD CATOLICA DE MANIZALES,UNIVERSIDAD DE LA AMAZONIA
869414,2019,UNIVERSIDAD DE LOS LLANOS,UNIVERSIDAD SURCOLOMBIANA
872504,2019,UNIVERSIDAD CESMAG,UNIVERSIDAD MARIANA UNIMAR
880884,2019,CORPORACION BUCARAMANGA EMPRENDEDORA LUIS CARLOS GALAN SARMIENTO INCUBADORA DE EMPRESAS DE BASE TECNOLOGICA C B E,UNIVERSIDAD INDUSTRIAL DE SANTANDER ESCUELA DE FILOSOFIA
888150,2019,UNIVERSIDAD CES,UNIVERSIDAD EIA
894435,2019,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,UNIVERSIDAD DE ANTIOQUIA
906794,2019,INSTITUTO UNIVERSITARIO DE LA PAZ INUPAZ,UNIDAD MUNICIPAL DE ASISTENCIA TECNICA AGROPECUARIA
909840,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD DE LOS ANDES
923591,2019,UNIVERSIDAD DE CUNDINAMARCA FGGA,UNIVERSIDAD DE NARINO
928984,2019,UNIVERSIDAD INDUSTRIAL DE SANTANDER,UNIVERSIDAD NACIONAL DE COLOMBIA
947229,2019,ESCUELA COLOMBIANA DE CARRERAS INDUSTRIALES,UNIVERSIDAD ECCI
948926,2019,FUNDACION UNIVERSIDAD DEL NORTE,UNIVERSIDAD SIMON BOLIVAR
950831,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD NACIONAL ABIERTA YA DISTANCIA
952192,2019,INSTITUT DE CIENCIA I TECNOLOGIA AMBIENTAL,UNIVERSIDAD DEL VALLE
962015,2019,UNIVERSIDAD MILITAR NUEVA GRANADA,UNIVERSIDAD SANTO TOMAS
963119,2019,FUNDACION OMACHA 6502,FUNDACION UNIVERSIDAD DEL NORTE
967084,2019,CENTRO DE INVESTIGACIONES EN TECNOLOGIAS AMBIENTALES CITA,CORPORACION UNIVERSIDAD DE LA COSTA
970743,2019,FUNDACION UNIVERSIDAD DE AMERICA,UNIVERSIDAD MANUELA BELTRAN
981222,2019,CENTRO DE BIOINFORMATICA Y BIOLOGIA COMPUTACIONAL DE COLOMBIA,UNIVERSIDAD EIA
988049,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD EL BOSQUE
991422,2019,CENTRO DE BIOINFORMATICA Y BIOLOGIA COMPUTACIONAL DE COLOMBIA,UNIVERSIDAD DEL CAUCA
992810,2019,UFJC FACULTAD TECNOLOGICA,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS
1011413,2019,CENTRO DE INVESTIGACIONES UNIVERSIDAD MANUELA BELTRAN C I U M B,UNIVERSIDAD SANTO TOMAS
1012703,2019,PVG ARQUITECTOS SAS,UNIVERSIDAD EAFIT
1014412,2019,UNIVERSIDAD SANTO TOMAS,UNIVERSIDAD SERGIO ARBOLEDA
1014714,2019,UNIVERSIDAD DEL VALLE,UNIVERSITY OF UTAH
1022903,2019,FEDERACION COLOMBIANA DE GANADEROS,UNIVERSIDAD COOPERATIVA DE COLOMBIA
1023578,2019,ANADARKO COLOMBIA COMPANY SUCURSAL COLOMBIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1039741,2019,HOSPITAL FERNANDO TROCONIS,UNIVERSIDAD DEL MAGDALENA
1041665,2019,INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,UNIVERSIDAD NACIONAL DE COLOMBIA
1049488,2019,FUNDACION UNIVERSIDAD DEL NORTE,UNIVERSITY OF FLORIDA
1054678,2019,UNIVERSIDAD AUTONOMA DEL CARIBE,UNIVERSIDAD SIMON BOLIVAR
1055003,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1059610,2019,UNIVERSIDAD DE ANTIOQUIA,VEDAS CORPORACION DE INVESTIGACION E INNOVACION
1065068,2019,CLINICA SALUDCOOP,UNIVERSIDAD SURCOLOMBIANA
1071068,2019,UNIVERSIDAD DEL VALLE,UNIVERSITY OF PITTSBURGH
1097350,2019,SERVICIO GEOLOGICO COLOMBIANO,UNIVERSIDAD DE LOS ANDES
1103520,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDADE FEDERAL DE VICOSA
1112708,2019,MICHIGAN STATE UNIVERSITY,UNIVERSIDAD DE PUERTO RICO
1119710,2019,CENTRO COLOMBO AMERICANO,SUPERIOR ENERGY SERVICES
1125869,2019,FUNDACION CARDIOVASCULAR DE COLOMBIA FLORIDABLANCA,FUNDACION UNIVERSITARIA BARCELO
1142917,2019,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA AGROSAVIA,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO
1153528,2019,UNIVERSIDAD DEL VALLE,UNIVERSIDAD SANTIAGO DE CALI
1154710,2019,UNIVERSIDAD DE LOS ANDES,UNIVERSIDAD NACIONAL DE COLOMBIA
1164597,2019,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA DE VILLAPINZON,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA
1175122,2019,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD UNIVERSIDAD DE ANTIOQUIA I P S UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA
1216996,2019,UNIDADES TECNOLOGICAS DE SANTANDER,UNIVERSIDAD INDUSTRIAL DE SANTANDER
1227831,2019,TECHNICAL UNIVERSITY OF DENMARK,UNIVERSIDAD DE LOS ANDES
1230875,2019,ESE CLINICA MATERNIDAD RAFAEL CALVO,UNIVERSIDAD DE BARCELONA
1233874,2019,FUNDACION ABUNDANCIA DE CORAZON,UNIVERSIDAD DEL VALLE
1235184,2019,UNIVERSIDAD DE CUNDINAMARCA,UNIVERSIDAD ECCI
1237152,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD SURCOLOMBIANA
1237934,2019,FUNDACION SANTA FE DE BOGOTA,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES
1240960,2019,UNIVERSIDAD INDUSTRIAL DE SANTANDER,UNIVERSIDAD NACIONAL DE COLOMBIA
1247719,2019,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1251520,2019,UNIVERSIDAD DE ANTIOQUIA,VEDAS CORPORACION DE INVESTIGACION E INNOVACION
1255827,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD EL BOSQUE
1255843,2019,SOCIEDAD COLOMBIANA DE PEDIATRIA,UNIVERSIDAD DE ANTIOQUIA
1258230,2019,FUNDACION UNIVERSITARIA NAVARRA UNINAVARRA,UNIVERSIDAD DEL CAUCA
1264036,2019,CORPORACION UNIVERSIDAD DE LA COSTA,UNIVERSIDAD SIMON BOLIVAR
1281569,2019,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,UNIVERSIDAD COOPERATIVA DE COLOMBIA
1282280,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1293826,2019,UNIVERSIDAD INDUSTRIAL DE SANTANDER,UNIVERSIDAD SANTO TOMAS
1315773,2019,FUNDACION UNIVERSITARIA NAVARRA UNINAVARRA,UNIVERSIDAD FEDERAL RIO GRANDE DEL NORTE
1327879,2019,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,UNIVERSIDAD NACIONAL DE COLOMBIA
1330306,2019,APIARIOS EL PINAR CIA LTDA,UNIVERSITARIA AGUSTINIANA
1333576,2019,CENTRO DE LA INNOVACION LA AGROINDUSTRIA Y EL TURISMO,UNIVERSIDAD NACIONAL DE QUILMES ARGENTINA
1334223,2019,UNIVERSIDAD DE LA GUAJIRA,UNIVERSIDAD DEL MAGDALENA
1335868,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD TECNOLOGICA DE PEREIRA
1336065,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,THE UNIVERSITY OF SYDNEY
1337603,2019,CORPORACION UNIVERSITARIA COMFACAUCA UNICOMFACAUCA,UNIVERSIDAD NACIONAL DE COLOMBIA
1338951,2019,ASOCIACION COLOMBIANA DE MEDICINA INTERNA ACMI,INSTITUTO DEL CORAZON
1339822,2019,FUNDACION UNIVERSITARIA DEL AREA ANDINA,INSTITUTO NACIONAL DE SALUD
1340860,2019,INSTITUTO CARO Y CUERVO,UNIVERSIDAD SANTO TOMAS
1342837,2019,UNIVERSIDAD DE LOS LLANOS,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA
1347175,2019,GRUPO DE ENFOQUE EN ENERGIA Y CAMBIO CLIMATICO,LOGYCAINVESTIGACION
1347211,2019,CORPORACION UNIVERSITARIA AMERICANA,ROCCAP SAS
1347696,2019,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,UNIVERSIDAD PONTIFICIA BOLIVARIANA
1347746,2019,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,UNIVERSIDAD SANTO TOMAS
1348527,2019,FUNDACIAN KOBB,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA
1349229,2019,UNIVERSIDAD DE CARTAGENA,UNIVERSIDAD METROPOLITANA
1349230,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD PONTIFICIA BOLIVARIANA
1349566,2019,ESCUELA NORMAL SUPERIOR DEL QUNDIO,UNIVERSIDAD DEL QUINDIO
1349634,2019,MINISTERIO DE EDUCACION NACIONAL MINEDUCACION,UNIVERSIDAD NACIONAL DE COLOMBIA
1350060,2019,NEWCASTLE UNIVERSITY,UNIVERSIDAD LIBRE DE COLOMBIA
1350408,2019,COMITE NATIONAL DES CONSEILLERS DU COMMERCE EXTERIEUR DE LA FRANCE,HERES AVOCATS
1350476,2019,FUNDACION SANTA FE DE BOGOTA,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL
1350595,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD SANTO TOMAS
1350932,2019,UNIVERSIDAD DE LOS ANDES,UNIVERSIDAD LIBRE DE COLOMBIA
1351448,2019,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN,UNIVERSIDAD NACIONAL DE COLOMBIA
1352140,2019,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES U D C A,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER OCANA
1352652,2019,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS
1353139,2019,UNIVERSIDAD DE LA SABANA,UNIVERSIDAD ECCI
1353805,2019,UNIVERSIDAD EAN,UNIVERSIDAD NACIONAL DE COLOMBIA
1353846,2019,CENTRO DE INGENIERIA AVANZADA INVESTIGACION Y DESARROLLO,UNIVERSIDAD NACIONAL DE COLOMBIA
1354613,2019,FUNDACION HUMEDALES,UNIVERSIDAD DE LOS ANDES
1355555,2019,ACADEMIA DE MEDICINA DE CALDAS,UNIVERSIDAD DE CALDAS
1355699,2019,FORMAR INNOVAR COLEGIO CAMPESTRE,UNIVERSIDAD DE CUNDINAMARCA
1355825,2019,FUNDACION UNIVERSITARIA LOS LIBERTADORES,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS
1356760,2019,"CENTRAL INSTITUTE OF MENTAL HEALTH, MANNHEIM,",UNIVERSIDAD AUTONOMA DE BUCARAMANGA
1357295,2019,INSTITUTO TECNOLOGICO METROPOLITANO,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN
1357693,2019,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,UNIVERSIDAD NACIONAL DE COLOMBIA
1358023,2019,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,UNIVERSIDAD AUTONOMA DE BARCELONA
1360097,2019,UNIVERSIDAD ANTONIO NARINO,UNIVERSIDAD INDUSTRIAL DE SANTANDER
1360253,2019,INSTITUTO CARO Y CUERVO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
1363160,2019,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,UNIVERSIDAD TECNOLOGICA DE PEREIRA
1363613,2019,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD UNIVERSIDAD DE ANTIOQUIA I P S UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA
1363986,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD SURCOLOMBIANA
1364326,2019,COMPANIA NACIONAL DE CHOCOLATES SAS,UNIVERSIDAD DE ANTIOQUIA
1364944,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1365358,2019,INSTITUTO TECNOLOGICO METROPOLITANO,RYMEL INGENIERIA ELECTRICA S A S
1365535,2019,UNIVERSIDAD AUTONOMA LATINOAMERICANA UNAULA,UNIVERSIDAD EAFIT
1365822,2019,UNIVERSIDAD PONTIFICIA BOLIVARIANA,UNIVERSIDAD SANTIAGO DE CALI
1366559,2019,UNIVERSIDAD DE SAN BUENAVENTURA,UNIVERSIDAD ECCI
1368245,2019,INSTITUTE OF MACROMOLECULAR CHEMISTRY PETRU PONI,UNIVERSIDAD DE PAMPLONA
1370943,2019,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,UNIVERSIDAD PONTIFICIA BOLIVARIANA
1372201,2019,UNIVERSIDAD EXTERNADO DE COLOMBIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1372410,2019,BIOTECNOLOGIA ALIMENTARIA,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO
1373731,2019,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,UNIVERSIDAD LA GRAN COLOMBIA
1373841,2019,FUNDACION UNIVERSIDAD DEL NORTE,UNIVERSIDAD NACIONAL DE COLOMBIA
1373868,2019,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1375498,2019,UNIVERSIDAD ANTONIO NARINO,UNIVERSIDAD LA GRAN COLOMBIA
1375549,2019,ASESORES CONSULTORES E INTERVENTORES MACIAS SAS,UNIVERSIDAD DE CUNDINAMARCA
1376475,2019,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,UNIVERSIDAD NACIONAL DE COLOMBIA
1376566,2019,CENTRO DE DESARROLLO TECNOLOGICO DE ASISTENCIA TECNICA A LA INDUSTRIA SENA ASTIN,SERVICIO NACIONAL DE APRENDIZAJE SENA
1376654,2019,UNIVERSIDAD ECCI,UNIVERSIDAD NACIONAL DE COLOMBIA
1378111,2019,CENTRO DE INVESTIGACIONES DEL BANANO CENIBANANO,UNIVERSIDAD CES
1381550,2019,UNIVERSIDAD AUTONOMA DE BUCARAMANGA,UNIVERSIDAD SANTO TOMAS
1381902,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD DE LOS ANDES
1382836,2019,GRUPO DE INVESTIGACION EN PRODUCTOS NATURALES Y BIOQUIMICA DE MACROMOLECULA,UNIVERSIDAD SIMON BOLIVAR
1385293,2019,UNIVERSIDAD DE CARTAGENA,UNIVERSIDAD DEL SINU ELIAS BECHARA ZAINUM
1385680,2019,GESATH OUTSOURCING SAS,INSTITUTO NACIONAL DE SALUD
1386156,2019,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD TECNOLOGICA DE PEREIRA
1387386,2019,CORPORACION UNIVERSIDAD DE LA COSTA,QUADRANTI INGENIERIA SAS
1388799,2019,FUNDACION UNIVERSITARIA DE POPAYAN,UNIVERSIDAD DE SANTANDER
1390520,2019,ESCUELA DE MICROBIOLOGIA UDEA,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL
1391974,2019,UNIVERSIDAD DE LA GUAJIRA,UNIVERSIDAD DEL ATLANTICO
1392265,2019,UNIVERSIDAD ANTONIO NARINO,UNIVERSIDAD EXTERNADO DE COLOMBIA
1395730,2019,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA,SHANGHAI UNITED INTERNATIONAL SCHOOL WANYUAN
1397481,2019,FUNDACION UNIVERSIDAD DEL NORTE,UNIVERSIDAD LIBRE DE COLOMBIA
1399086,2019,LYCEE HAUTE FOLLIS,UNIVERSIDAD DE LA LAGUNA
1399533,2019,CORPORACION UNIVERSITARIA DEL HUILA,FUNDACION UNIVERSITARIA NAVARRA UNINAVARRA
1399689,2019,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA,UNIVERSITY OF PITTSBURGH
1401954,2019,GOBERNACION DE LA GUAJIRA,UNIVERSIDAD DE LA GUAJIRA
1403792,2019,COLEGIO COLOMBIANO DE EDUCADORES FISICOS Y PROFESIONES AFINES,UNIVERSIDAD SANTO TOMAS
1404153,2019,UNIVERSIDAD COOPERATIVA DE COLOMBIA,UNIVERSIDAD DEL MAGDALENA
1405663,2019,FUNDACION VALLE DEL LILI,UNIVERSIDAD INDUSTRIAL DE SANTANDER
1406358,2019,UNIVERSIDAD DE CARTAGENA,UNIVERSITARIA AGUSTINIANA
1406877,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD NACIONAL DE COLOMBIA
1412626,2019,R R INVESTIGACIONES Y CONSULTORIA LIMITADA,UNIVERSIDAD AUTONOMA DE COLOMBIA
1414526,2019,UNIVERSIDAD CATOLICA DE MANIZALES,UNIVERSIDAD SANTO TOMAS
1418031,2019,CORPORACION UNIVERSITARIA AUTONOMA DE NARINO,UNIVERSIDAD SANTO TOMAS
1418310,2019,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE,UNIVERSIDAD SANTO TOMAS
1418756,2019,ESCUELA SUPERIOR DE GUERRA,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES U D C A
1420724,2019,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,UNIVERSIDAD DEL VALLE
1422204,2019,FUNDACION UNIVERSIDAD DE AMERICA,UNIVERSIDAD INDUSTRIAL DE SANTANDER
1423295,2019,UNIVERSIDAD DE ANTIOQUIA,UNIVERSIDAD DE SAN BUENAVENTURA
1425743,2019,SERVICIO NACIONAL DE APRENDIZAJE SENA,UNIVERSIDAD EAN
1426804,2019,UNIVERSIDAD INDUSTRIAL DE SANTANDER,UNIVERSIDAD NACIONAL DE COLOMBIA
1426960,2019,UNIVERSIDAD NACIONAL DE COLOMBIA,XM COMPANIA DE EXPERTOS EN MERCADOS S A E S P
1429572,2019,MURDOCH CHILDRENS RESEARCH INSTITUTE,UNIVERSITE LAVAL
1429730,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD ICESI
1434184,2019,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID
1435094,2019,FUNDACION UNIVERSITARIA DEL AREA ANDINA,UNIVERSIDAD DE MEDELLIN
1435830,2019,COLEGIO SANTOS APOSTOLES,CORPORACION COLOMBIANA DEL SABER CIENTIFICO SCIO
1436017,2019,UNIVERSIDAD DE CASTILLA LA MANCHA,UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA
1439137,2019,UNIVERSIDAD DE LA GUAJIRA,UNIVERSIDAD DE LA GUAJIRA UNIGUAJIRA
1442181,2019,UNIVERSIDAD EL BOSQUE,UNIVERSIDAD SANTO TOMAS
1444376,2019,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD FUCS,SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE
1447119,2019,INGENIERA STRYCON LTDA,UNIVERSIDAD AUTONOMA DEL CARIBE
1447493,2019,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,UNIVERSIDAD DEL ROSARIO
1454662,2019,S S TECNOLOGIA Y SERVICIO,UNIVERSIDAD DE LA SABANA
1455461,2019,UNIVERSIDAD DE LOS ANDES,UNIVERSIDAD DE SAN BUENAVENTURA
1456174,2019,CORPORACION UNIVERSITARIA DEL HUILA,UNIVERSIDAD SURCOLOMBIANA
1458034,2019,UNIVERSIDAD DEL MAGDALENA,UNIVERSIDAD SERGIO ARBOLEDA
1458377,2019,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,FUNDACION UNIVERSITARIA CERVANTES SAN AGUSTIN
1464317,2019,UNIVERSIDAD DE CARTAGENA,UNIVERSIDAD DEL NORTE
1466552,2019,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO
1467786,2019,UNIVERSIDAD EXTERNADO DE COLOMBIA,UNIVERSIDAD PEDAGOGICA NACIONAL
1471482,2019,INGENIO MANUELITA,UNIVERSIDAD DEL VALLE
1473749,2019,UNIVERSIDAD NACIONAL DE COLOMBIA,UNIVERSIDADE ESTADUAL DE CAMPINAS
1474086,2019,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT,UNIVERSIDAD DEL QUINDIO
1474779,2019,FUNDACION CATOLICA LUMEN GENTIUM,UNIVERSIDAD DEL VALLE
1476544,2019,UNIVERSIDAD CATOLICA DE ORIENTE,UNIVERSIDAD NACIONAL DE COLOMBIA
